sifra,tip,stanica,datum_vrijeme,T,vlaga,RR,vjetar,smjer_kod,udar,insolacija,pritisak
02CRKV30,klimatološka,Crkvice,18.08.2026 22:00,14.95,,,,,,,
02DANL20,klimatološka,Danilovgrad,18.08.2026 22:00,22.90,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,18.08.2026 22:00,15.81,,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,18.08.2026 22:00,10.43,,,,,,,
02GRAD30,klimatološka,Gradac,18.08.2026 22:00,12.52,,,,,,,
02IVKO30,klimatološka,Ivanova korita,18.08.2026 22:00,14.37,,0.00,,,,,
02KOSA30,klimatološka,Kosanica,18.08.2026 22:00,6.90,,,,,,,
02KOVR30,klimatološka,Kovren,18.08.2026 22:00,15.16,,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,18.08.2026 22:00,14.54,,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,18.08.2026 22:11,24.00,,,0.80,,1.30,,
02MAMO30,klimatološka,Manastir Morača,18.08.2026 22:00,17.25,,,,,,,
02MATE30,klimatološka,Matesevo,18.08.2026 22:00,12.95,,0.00,,,,,
02MOKR30,klimatološka,Mokro,18.08.2026 22:00,13.19,,,,,,,
02NJGV30,klimatološka,Njegovuđa,18.08.2026 22:00,11.18,,,,,,,
02PLZN20,klimatološka,Pluzine,18.08.2026 22:00,18.93,,0.00,1.00,12,2.20,,
02POSC30,klimatološka,Pošćenje,18.08.2026 22:00,14.13,,,,,,,
02STAB30,klimatološka,Stabna,18.08.2026 22:00,15.68,,,,,,,
02STIT30,klimatološka,Štitarica,18.08.2026 22:00,12.04,,,,,,,
02UBLI20,klimatološka,Ubli,18.08.2026 22:00,21.23,,,,,,,
02VELK30,klimatološka,Velika,18.08.2026 22:00,15.02,,,,,,,
02VELM20,klimatološka,Velimlje,18.08.2026 22:00,18.70,,0.00,0.60,12,0.80,,
02VIRP20,klimatološka,Virpazar,18.08.2026 22:00,23.90,,0.00,,,,,
02BAR010,glavna,Bar,18.08.2026 23:40,24.90,,0.00,1.30,2,,0.0,1009.6
02BERA20,glavna,Berane,18.08.2026 23:00,16.05,,0.00,0.60,32,0.90,,935.81
02CTNJ10,glavna,Cetinje,18.08.2026 23:40,16.20,,0.00,0.00,32,,0.0,939.8
02HNOV10,glavna,Herceg Novi,18.08.2026 23:40,23.60,,0.00,0.80,24,,0.0,1005.5
02KOLS10,glavna,Kolašin,18.08.2026 23:40,12.30,,0.00,0.40,16,,0.1,908.6
02NIKS10,glavna,Nikšić,18.08.2026 23:40,19.40,,0.00,0.60,16,,0.0,939.1
02PDGR10,glavna,Podgorica,18.08.2026 23:40,27.00,,0.00,2.10,30,,0.1,1004.3
02PLJV10,glavna,Pljevlja,18.08.2026 23:40,13.20,,0.00,0.80,24,,0.3,925.6
02ULCN10,glavna,Ulcinj,18.08.2026 23:40,24.00,,0.00,1.40,10,,0.0,1009.8
02ZBLJ10,glavna,Žabljak,18.08.2026 23:40,10.20,,0.00,1.40,24,,0.8,855.9
02BIST20,klimatološka,Bistrica,18.08.2026 23:00,13.80,,0.00,0.80,2,1.20,,
02BOAN30,klimatološka,Boan,18.08.2026 23:00,13.84,,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,18.08.2026 23:00,15.47,,,,,,,
02BUDV20,klimatološka,Budva,18.08.2026 23:00,26.32,,,,,,,
02CRKV30,klimatološka,Crkvice,18.08.2026 23:00,14.88,,,,,,,
02DANL20,klimatološka,Danilovgrad,18.08.2026 23:00,22.40,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,18.08.2026 23:00,14.22,,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,18.08.2026 23:00,8.93,,,,,,,
02GRAD30,klimatološka,Gradac,18.08.2026 23:00,10.95,,,,,,,
02IVKO30,klimatološka,Ivanova korita,18.08.2026 23:00,14.12,,0.00,,,,,
02KOSA30,klimatološka,Kosanica,18.08.2026 23:00,5.32,,,,,,,
02KOVR30,klimatološka,Kovren,18.08.2026 23:00,14.08,,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,18.08.2026 23:00,13.59,,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,18.08.2026 23:06,23.10,,,0.50,,1.00,,
02MAMO30,klimatološka,Manastir Morača,18.08.2026 23:00,16.26,,,,,,,
02MATE30,klimatološka,Matesevo,18.08.2026 23:00,12.09,,0.00,,,,,
02MOKR30,klimatološka,Mokro,18.08.2026 23:00,12.29,,,,,,,
02NJGV30,klimatološka,Njegovuđa,18.08.2026 23:00,9.08,,,,,,,
02PLZN20,klimatološka,Pluzine,18.08.2026 23:00,17.48,,0.00,0.80,28,1.70,,
02POSC30,klimatološka,Pošćenje,18.08.2026 23:00,12.68,,,,,,,
02STAB30,klimatološka,Stabna,18.08.2026 23:00,15.03,,,,,,,
02STIT30,klimatološka,Štitarica,18.08.2026 23:00,10.94,,,,,,,
02UBLI20,klimatološka,Ubli,18.08.2026 23:00,20.49,,,,,,,
02VELK30,klimatološka,Velika,18.08.2026 23:00,14.09,,,,,,,
02VELM20,klimatološka,Velimlje,18.08.2026 23:00,16.60,,0.00,0.90,12,1.10,,
02VIRP20,klimatološka,Virpazar,18.08.2026 23:00,22.30,,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 00:50,24.50,64.0,0.00,1.60,10,,0.2,1009.9
02BERA20,glavna,Berane,19.08.2026 00:00,14.71,92.2,0.00,0.70,10,2.00,,936.18
02CTNJ10,glavna,Cetinje,19.08.2026 00:50,15.20,88.0,0.00,0.10,8,,0.6,940.1
02HNOV10,glavna,Herceg Novi,19.08.2026 00:50,23.00,69.0,0.00,1.00,22,,0.7,1005.8
02KOLS10,glavna,Kolašin,19.08.2026 00:50,11.60,96.0,0.00,0.30,10,,0.0,908.8
02NIKS10,glavna,Nikšić,19.08.2026 00:50,19.30,60.0,0.00,1.90,2,,0.0,939.5
02PDGR10,glavna,Podgorica,19.08.2026 00:50,26.90,40.0,0.00,4.90,30,7.80,0.0,1004.6
02PLJV10,glavna,Pljevlja,19.08.2026 00:50,11.70,76.0,0.00,0.30,24,,0.0,925.8
02ULCN10,glavna,Ulcinj,19.08.2026 00:50,22.80,86.0,0.00,0.40,30,,0.0,1010.1
02ZBLJ10,glavna,Žabljak,19.08.2026 00:50,9.70,79.0,0.00,1.40,24,,0.3,856.0
02BIST20,klimatološka,Bistrica,19.08.2026 00:00,12.80,87.2,0.00,0.50,2,0.80,0.5,
02BOAN30,klimatološka,Boan,19.08.2026 00:00,12.39,99.3,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 00:00,14.42,92.9,,,,,0.0,946.5
02BUDV20,klimatološka,Budva,19.08.2026 00:00,25.80,72.4,,,,,0.16,1009.23
02CRKV30,klimatološka,Crkvice,19.08.2026 00:00,14.73,100.0,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 00:00,20.60,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 00:00,13.24,100.0,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 00:00,8.35,100.0,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 00:00,10.13,100.0,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 00:00,13.56,87.7,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 00:00,4.78,100.0,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 00:00,14.38,88.0,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 00:00,12.89,88.3,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 00:21,22.90,74.0,,0.80,,1.80,,1013.3
02MAMO30,klimatološka,Manastir Morača,19.08.2026 00:00,15.24,99.2,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 00:00,11.63,95.2,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 00:00,10.65,84.8,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 00:00,7.52,100.0,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 00:00,16.41,80.8,0.00,0.90,16,2.30,0.0,931.01
02POSC30,klimatološka,Pošćenje,19.08.2026 00:00,12.13,87.2,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 00:00,13.87,80.5,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 00:00,10.80,100.0,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 00:00,20.81,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 00:00,13.37,100.0,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 00:00,16.50,76.7,0.00,0.30,32,0.60,0.9,
02VIRP20,klimatološka,Virpazar,19.08.2026 00:00,21.90,74.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 01:20,24.30,63.0,0.00,1.30,6,,0.0,1010.0
02BERA20,glavna,Berane,19.08.2026 01:00,14.09,93.3,0.00,0.70,6,1.10,,936.25
02CTNJ10,glavna,Cetinje,19.08.2026 01:20,15.00,89.0,0.00,0.10,32,,0.0,940.0
02HNOV10,glavna,Herceg Novi,19.08.2026 01:20,22.70,69.0,0.00,1.40,22,,0.5,1005.8
02KOLS10,glavna,Kolašin,19.08.2026 01:20,11.30,97.0,0.00,0.60,20,0.70,0.0,908.8
02NIKS10,glavna,Nikšić,19.08.2026 01:20,18.50,64.0,0.00,2.40,32,2.70,0.0,939.4
02PDGR10,glavna,Podgorica,19.08.2026 01:20,26.80,42.0,0.00,1.70,28,,0.0,1004.6
02PLJV10,glavna,Pljevlja,19.08.2026 01:20,11.30,79.0,0.00,0.50,30,,0.0,925.8
02ULCN10,glavna,Ulcinj,19.08.2026 01:20,23.20,86.0,0.00,0.30,28,,0.0,1010.3
02ZBLJ10,glavna,Žabljak,19.08.2026 01:20,9.20,80.0,0.00,0.70,26,,0.3,856.0
02BIST20,klimatološka,Bistrica,19.08.2026 01:00,11.80,87.7,0.00,0.20,18,0.40,0.5,
02BOAN30,klimatološka,Boan,19.08.2026 01:00,11.13,100.0,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 01:00,14.05,96.3,,,,,0.0,946.57
02BUDV20,klimatološka,Budva,19.08.2026 01:00,25.32,72.9,,,,,0.16,1009.4
02CRKV30,klimatološka,Crkvice,19.08.2026 01:00,15.67,100.0,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 01:00,20.30,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 01:00,12.45,100.0,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 01:00,6.73,100.0,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 01:00,9.15,100.0,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 01:00,13.39,88.7,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 01:00,4.05,100.0,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 01:00,13.98,96.8,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 01:00,12.29,89.9,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 00:51,22.80,75.0,,0.40,,1.10,,1013.3
02MAMO30,klimatološka,Manastir Morača,19.08.2026 01:00,14.69,99.9,0.00,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 01:00,10.86,95.0,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 01:00,9.72,88.7,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 01:00,6.75,100.0,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 01:00,15.50,84.4,0.00,0.40,16,0.80,0.0,931.07
02POSC30,klimatološka,Pošćenje,19.08.2026 01:00,10.61,93.0,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 01:00,13.12,83.8,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 01:00,10.00,100.0,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 01:00,20.82,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 01:00,12.77,100.0,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 01:00,14.70,82.9,0.00,0.50,32,0.70,0.0,
02VIRP20,klimatološka,Virpazar,19.08.2026 01:00,20.50,80.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 01:40,24.30,63.0,0.00,1.30,6,,0.0,1010.0
02CTNJ10,glavna,Cetinje,19.08.2026 01:40,14.70,91.0,0.00,0.20,32,,0.2,940.0
02HNOV10,glavna,Herceg Novi,19.08.2026 01:40,22.70,66.0,0.00,0.90,26,,0.0,1005.8
02KOLS10,glavna,Kolašin,19.08.2026 01:40,11.00,97.0,0.00,0.30,18,,0.4,908.9
02NIKS10,glavna,Nikšić,19.08.2026 01:40,17.90,64.0,0.00,3.60,2,4.10,1.2,939.5
02PDGR10,glavna,Podgorica,19.08.2026 01:40,26.20,43.0,0.00,2.20,30,,0.8,1004.6
02PLJV10,glavna,Pljevlja,19.08.2026 01:40,11.20,78.0,0.00,0.10,24,,0.5,925.8
02ULCN10,glavna,Ulcinj,19.08.2026 01:40,22.80,87.0,0.00,0.80,2,,0.0,1010.2
02ZBLJ10,glavna,Žabljak,19.08.2026 01:40,8.80,81.0,0.00,1.00,26,,0.7,856.0
02LKOT20,klimatološka,Luka Kotor,19.08.2026 01:11,22.50,74.0,,0.50,,1.00,,1013.3
02BAR010,glavna,Bar,19.08.2026 05:20,22.90,68.0,0.00,1.90,8,,0.2,1010.1
02BERA20,glavna,Berane,19.08.2026 05:00,11.10,100.0,0.00,0.00,4,0.80,,936.67
02CTNJ10,glavna,Cetinje,19.08.2026 05:20,13.00,94.0,0.00,0.20,14,,0.4,940.3
02HNOV10,glavna,Herceg Novi,19.08.2026 05:20,22.20,68.0,0.00,0.20,24,,1.1,1006.2
02KOLS10,glavna,Kolašin,19.08.2026 05:20,8.90,97.0,0.00,0.50,18,,0.2,909.3
02NIKS10,glavna,Nikšić,19.08.2026 05:20,15.70,70.0,0.00,1.60,30,,0.0,939.8
02PDGR10,glavna,Podgorica,19.08.2026 05:20,24.00,47.0,0.00,3.10,30,,1.1,1005.2
02PLJV10,glavna,Pljevlja,19.08.2026 05:20,8.90,92.0,0.00,0.30,30,,0.0,926.2
02ULCN10,glavna,Ulcinj,19.08.2026 05:20,20.00,82.0,0.00,2.00,6,,0.0,1010.5
02ZBLJ10,glavna,Žabljak,19.08.2026 05:20,8.30,75.0,0.00,0.30,20,,0.0,855.9
02BIST20,klimatološka,Bistrica,19.08.2026 05:00,9.00,96.5,0.00,0.70,20,0.90,0.8,
02BOAN30,klimatološka,Boan,19.08.2026 05:00,8.08,100.0,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 05:00,11.29,100.0,,,,,0.0,947.3
02BUDV20,klimatološka,Budva,19.08.2026 05:00,23.66,73.2,,,,,0.0,1009.54
02CRKV30,klimatološka,Crkvice,19.08.2026 05:00,15.09,100.0,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 05:00,17.70,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 05:00,9.58,100.0,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 05:00,5.92,100.0,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 05:00,6.83,100.0,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 05:00,12.30,91.2,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 05:00,1.96,100.0,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 05:00,11.54,100.0,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 05:00,9.75,93.9,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 04:51,21.50,79.0,,0.60,,1.20,,1013.6
02MAMO30,klimatološka,Manastir Morača,19.08.2026 05:00,12.37,100.0,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 05:00,7.99,97.4,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 05:00,6.09,95.2,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 05:00,4.74,100.0,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 05:00,13.15,98.5,0.00,0.50,12,1.10,0.0,931.63
02POSC30,klimatološka,Pošćenje,19.08.2026 05:00,8.08,100.0,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 05:00,11.04,91.8,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 05:00,7.81,100.0,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 05:00,19.59,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 05:00,10.57,100.0,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 05:00,11.10,90.8,0.00,0.50,28,0.70,0.0,
02VIRP20,klimatološka,Virpazar,19.08.2026 05:00,18.00,88.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 06:50,23.10,67.0,0.00,1.00,6,,59.3,1011.0
02BERA20,glavna,Berane,19.08.2026 06:00,10.80,100.0,0.00,0.40,4,1.20,,937.29
02CTNJ10,glavna,Cetinje,19.08.2026 06:50,13.10,95.0,0.00,0.00,26,,46.1,940.9
02HNOV10,glavna,Herceg Novi,19.08.2026 06:50,22.80,63.0,0.00,1.00,24,,67.3,1006.8
02KOLS10,glavna,Kolašin,19.08.2026 06:50,8.60,98.0,0.00,0.30,32,,58.3,910.0
02NIKS10,glavna,Nikšić,19.08.2026 06:50,15.50,68.0,0.00,2.30,32,3.40,80.1,940.6
02PDGR10,glavna,Podgorica,19.08.2026 06:50,23.70,48.0,0.00,1.00,2,,67.5,1006.1
02PLJV10,glavna,Pljevlja,19.08.2026 06:50,8.90,91.0,0.00,0.50,16,1.00,57.0,926.8
02ULCN10,glavna,Ulcinj,19.08.2026 06:50,20.70,74.0,0.00,2.20,4,,68.1,1011.2
02ZBLJ10,glavna,Žabljak,19.08.2026 06:50,9.30,72.0,0.00,0.30,16,,79.8,856.4
02BIST20,klimatološka,Bistrica,19.08.2026 06:00,8.30,97.1,0.00,0.70,18,1.20,5.2,
02BOAN30,klimatološka,Boan,19.08.2026 06:00,7.61,100.0,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 06:00,10.79,100.0,,,,,2.28,947.78
02BUDV20,klimatološka,Budva,19.08.2026 06:00,23.35,78.6,,,,,0.43,1010.01
02CRKV30,klimatološka,Crkvice,19.08.2026 06:00,14.73,100.0,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 06:00,17.30,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 06:00,9.21,100.0,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 06:00,4.79,100.0,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 06:00,6.52,100.0,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 06:00,12.42,90.9,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 06:00,1.94,100.0,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 06:00,11.39,100.0,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 06:00,9.32,94.1,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 06:26,22.00,75.0,,0.80,,1.50,,1014.4
02MAMO30,klimatološka,Manastir Morača,19.08.2026 06:00,12.11,100.0,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 06:00,7.64,97.6,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 06:00,6.46,96.3,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 06:00,4.76,100.0,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 06:00,12.94,100.0,0.00,0.60,18,1.10,0.0,931.93
02POSC30,klimatološka,Pošćenje,19.08.2026 06:00,7.35,100.0,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 06:00,10.50,96.2,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 06:00,7.50,100.0,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 06:00,18.87,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 06:00,10.83,100.0,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 06:00,11.60,87.9,0.00,0.40,8,0.70,7.7,
02VIRP20,klimatološka,Virpazar,19.08.2026 06:00,18.30,86.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 07:50,26.60,59.0,0.00,0.30,32,,212.7,1011.2
02BERA20,glavna,Berane,19.08.2026 07:00,11.38,100.0,0.00,0.00,2,0.80,,937.82
02CTNJ10,glavna,Cetinje,19.08.2026 07:50,15.80,84.0,0.00,0.50,16,,86.7,941.1
02HNOV10,glavna,Herceg Novi,19.08.2026 07:50,24.50,58.0,0.00,0.30,24,,198.5,1007.2
02KOLS10,glavna,Kolašin,19.08.2026 07:50,11.70,88.0,0.00,0.70,4,,217.6,909.9
02NIKS10,glavna,Nikšić,19.08.2026 07:50,18.90,54.0,0.00,1.30,32,,261.1,940.7
02PDGR10,glavna,Podgorica,19.08.2026 07:50,24.70,45.0,0.00,1.80,30,,212.1,1006.4
02PLJV10,glavna,Pljevlja,19.08.2026 07:50,11.50,80.0,0.00,0.80,18,,255.8,926.9
02ULCN10,glavna,Ulcinj,19.08.2026 07:50,25.30,52.0,0.00,2.40,6,,240.6,1011.7
02ZBLJ10,glavna,Žabljak,19.08.2026 07:50,13.30,62.0,0.00,0.60,32,,264.5,856.5
02BIST20,klimatološka,Bistrica,19.08.2026 07:00,8.70,97.3,0.00,0.10,32,0.20,59.8,
02BOAN30,klimatološka,Boan,19.08.2026 07:00,7.62,100.0,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 07:00,11.11,99.9,,,,,52.85,948.17
02BUDV20,klimatološka,Budva,19.08.2026 07:00,24.34,76.7,,,,,62.59,1010.56
02CRKV30,klimatološka,Crkvice,19.08.2026 07:00,16.41,94.9,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 07:00,18.00,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 07:00,9.55,100.0,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 07:00,6.13,100.0,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 07:00,7.05,100.0,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 07:00,14.28,83.7,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 07:00,3.75,100.0,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 07:00,13.42,100.0,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 07:00,12.16,89.3,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 07:21,22.60,73.0,,0.00,,0.60,,1014.8
02MAMO30,klimatološka,Manastir Morača,19.08.2026 07:00,12.61,100.0,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 07:00,8.43,98.2,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 07:00,7.58,96.7,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 07:00,7.04,100.0,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 07:00,12.99,100.0,0.00,0.60,26,1.20,0.0,932.4
02POSC30,klimatološka,Pošćenje,19.08.2026 07:00,8.58,100.0,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 07:00,11.70,90.7,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 07:00,8.62,100.0,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 07:00,19.77,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 07:00,11.00,100.0,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 07:00,11.80,87.7,0.00,0.10,26,0.20,62.7,
02VIRP20,klimatološka,Virpazar,19.08.2026 07:00,18.50,85.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 09:50,27.20,64.0,0.00,1.00,20,,537.2,1011.9
02BERA20,glavna,Berane,19.08.2026 09:00,17.75,75.4,0.00,1.00,20,2.40,,937.47
02CTNJ10,glavna,Cetinje,19.08.2026 09:50,27.20,46.0,0.00,0.60,16,1.90,554.2,941.2
02HNOV10,glavna,Herceg Novi,19.08.2026 09:50,29.30,55.0,0.00,1.80,8,,539.3,1007.9
02KOLS10,glavna,Kolašin,19.08.2026 09:50,18.50,61.0,0.00,0.80,32,,612.5,909.6
02NIKS10,glavna,Nikšić,19.08.2026 09:50,25.40,35.0,0.00,0.40,22,,592.4,940.7
02PDGR10,glavna,Podgorica,19.08.2026 09:50,29.10,35.0,0.00,2.10,4,,591.2,1006.6
02PLJV10,glavna,Pljevlja,19.08.2026 09:50,19.00,52.0,0.00,0.70,12,,604.2,926.7
02ULCN10,glavna,Ulcinj,19.08.2026 09:50,31.40,41.0,0.00,4.30,8,,609.7,1012.0
02ZBLJ10,glavna,Žabljak,19.08.2026 09:50,20.80,36.0,0.00,1.40,30,,621.2,856.9
02BIST20,klimatološka,Bistrica,19.08.2026 09:00,14.40,79.5,0.00,0.60,6,0.90,70.1,
02BOAN30,klimatološka,Boan,19.08.2026 09:00,17.90,62.5,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 09:00,15.50,83.6,,,,,85.05,947.87
02BUDV20,klimatološka,Budva,19.08.2026 09:00,27.59,64.1,,,,,141.87,1011.09
02CRKV30,klimatološka,Crkvice,19.08.2026 09:00,22.24,74.1,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 09:00,24.10,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 09:00,15.91,84.9,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 09:00,20.07,48.6,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 09:00,13.79,88.8,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 09:00,22.39,45.1,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 09:00,20.10,59.2,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 09:00,17.34,93.0,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 09:00,21.56,42.2,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 09:26,25.70,67.0,,1.60,,2.00,,1015.3
02MAMO30,klimatološka,Manastir Morača,19.08.2026 09:00,21.46,73.7,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 09:00,16.38,72.4,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 09:00,17.80,63.0,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 09:00,18.93,52.9,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 09:00,19.00,69.1,0.00,0.60,4,1.20,0.0,932.28
02POSC30,klimatološka,Pošćenje,19.08.2026 09:00,17.88,61.7,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 09:00,19.20,50.7,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 09:00,16.61,82.3,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 09:00,24.61,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 09:00,21.37,72.5,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 09:00,19.30,59.1,0.00,0.70,18,1.00,143.7,
02VIRP20,klimatološka,Virpazar,19.08.2026 09:00,26.80,55.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 11:40,28.40,69.0,0.00,1.40,22,,782.6,1012.3
